workerid,proliferate.condition,big_filler,cond,instruction,loc_big_filler,loc_contrast,loc_small_filler,loc_target_pic,pragContext,response,response_times,small_filler,target_contrast_bad,target_contrast_good,target_pic,trial,trialID,trialType,trial_number,utterance_type,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
16,condition1,veggieplatter_big.jpg,contrast,Click on the small cat,.loc1,.loc4,.loc3,.loc2,bad,"['loc1', 'loc2', 'loc2']","[873, 1619, 2091]",recliner_small.jpg,cat_big.jpg,cat_big.jpg,cat_small.jpg,12,test12,test,76,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,legoman_cult.jpg,semantic_control,Click on the horse,.loc3,.loc2,.loc4,.loc1,bad,"['loc2', 'loc2']","[1025, 1794]",legoman_sailor.jpg,horse_big.jpg,bobcat_big.jpg,horse_small.jpg,250,filler130,filler,77,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,womansshoe_pair.jpg,semantic_control,Click on the table,.loc4,.loc1,.loc3,.loc2,bad,"['loc2', 'loc2']","[788, 1668]",womansshoe_single.jpg,table_small.jpg,jumprope_small.jpg,table_big.jpg,283,filler163,filler,78,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,alligator_big.jpg,contrast_control,Click on the bed,.loc2,.loc1,.loc3,.loc4,bad,"['loc2', 'loc1']","[1054, 2197]",alligator_small.jpg,bed_big.jpg,coral_big.jpg,bed_small.jpg,228,filler108,filler,79,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,panflute_big.jpg,contrast_control,Click on the caterpillar,.loc2,.loc4,.loc3,.loc1,bad,"['loc2', 'loc1']","[832, 1996]",panflute_small.jpg,caterpillar_small.jpg,crane_small.jpg,caterpillar_big.jpg,229,filler109,filler,80,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,hourglass_big.jpg,contrast_control,Click on the bucket,.loc4,.loc1,.loc2,.loc3,bad,"['loc1', 'loc1']","[1108, 1706]",hourglass_small.jpg,bucket_big.jpg,ladybug_big.jpg,bucket_small.jpg,196,filler76,filler,81,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,cannoli_big.jpg,contrast_control,Click on the graduationhat,.loc1,.loc4,.loc3,.loc2,bad,"['loc1', 'loc2']","[1392, 2189]",cannoli_small.jpg,graduationhat_big.jpg,footstool_big.jpg,graduationhat_small.jpg,236,filler116,filler,82,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,gummybears_big.jpg,semantic_contrast,Click on the glazed donut,.loc2,.loc3,.loc4,.loc1,bad,"['loc1', 'loc1', 'loc1']","[1289, 2335, 2957]",organ_small.jpg,lighter.jpg,donut_powdered.jpg,donut_glazed.jpg,148,filler28,filler,83,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,babywalker_blue.jpg,semantic_control,Click on the train,.loc3,.loc2,.loc4,.loc1,bad,"['loc2', 'loc2']","[989, 1628]",babywalker_yellow.jpg,train_small.jpg,thermometer_small.jpg,train_big.jpg,265,filler145,filler,84,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,chick_big.jpg,contrast_control,Click on the helmet,.loc1,.loc3,.loc4,.loc2,bad,"['loc2', 'loc3']","[725, 1871]",chick_small.jpg,helmet_small.jpg,cables_small.jpg,helmet_big.jpg,185,filler65,filler,85,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,cheeseplate_big.jpg,semantic_contrast,Click on the yellow plate,.loc3,.loc4,.loc1,.loc2,bad,"['loc2', 'loc2', 'loc2']","[993, 1605, 2220]",kooshball_small.jpg,legoblocks.jpg,plate_blue.jpg,plate_yellow.jpg,179,filler59,filler,86,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,basket_big.jpg,no_contrast,Click on the small feather,.loc2,.loc3,.loc1,.loc4,bad,"['loc1', 'loc1', 'loc4']","[1028, 2076, 2888]",washer_small.jpg,pear_big.jpg,pear_big.jpg,feather_small.jpg,29,test29,test,87,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,frenchfries_big.jpg,contrast,Click on the big flute,.loc2,.loc1,.loc3,.loc4,bad,"['loc2', 'loc1', 'loc4']","[707, 2012, 2981]",xylophone_small.jpg,toolbelt_small.jpg,flute_small.jpg,flute_big.jpg,55,train15,train,88,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,barberchair_big.jpg,semantic_contrast,Click on the pink eraser,.loc3,.loc1,.loc4,.loc2,bad,"['loc2', 'loc2', 'loc2']","[754, 1905, 2588]",thimble_small.jpg,streetlamp.jpg,eraser_redandblue.jpg,eraser_pink.jpg,174,filler54,filler,89,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,pancakes_big.jpg,contrast_control,Click on the tissues,.loc1,.loc2,.loc4,.loc3,bad,"['loc2', 'loc2']","[770, 1840]",pancakes_small.jpg,tissues_big.jpg,bagpipes_big.jpg,tissues_small.jpg,200,filler80,filler,90,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,mailbox_farm.jpg,semantic_control,Click on the axe,.loc2,.loc3,.loc1,.loc4,bad,"['loc1', 'loc3']","[1313, 2337]",mailbox_green.jpg,axe_big.jpg,turkey_big.jpg,axe_small.jpg,244,filler124,filler,91,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,rollingpin_big.jpg,contrast,Click on the small spaceship,.loc3,.loc2,.loc4,.loc1,bad,"['loc2', 'loc2', 'loc2']","[1188, 2043, 2885]",grill_small.jpg,fishbowl_big.jpg,spaceship_big.jpg,spaceship_small.jpg,46,train6,train,92,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,pill_hard.jpg,semantic_control,Click on the radish,.loc1,.loc2,.loc4,.loc3,bad,"['loc2', 'loc2']","[2815, 4068]",pill_capsule.jpg,radish_big.jpg,bikewithbasket_big.jpg,radish_small.jpg,256,filler136,filler,93,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,cigarette_big.jpg,semantic_contrast,Click on the open coffin,.loc3,.loc4,.loc2,.loc1,bad,"['loc2', 'loc1', 'loc1']","[887, 1997, 2769]",braidedloaf_small.jpg,fruitcake.jpg,coffin_closed.jpg,coffin_open.jpg,140,filler20,filler,94,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,ovenmit_big.jpg,no_contrast,Click on the avocado,.loc1,.loc4,.loc3,.loc2,bad,"['loc2', 'loc2']","[952, 1249]",candleholder_small.jpg,avocado_big.jpg,seahorse_big.jpg,avocado_small.jpg,117,train77,train,95,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,swan_big.jpg,no_contrast,Click on the tie,.loc3,.loc2,.loc4,.loc1,bad,"['loc2', 'loc2']","[1274, 2030]",cougar_small.jpg,tie_big.jpg,mushroom_big.jpg,tie_small.jpg,105,train65,train,96,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,slide_big.jpg,contrast,Click on the big seahorse,.loc1,.loc2,.loc3,.loc4,bad,"['loc2', 'loc4', 'loc4']","[953, 2084, 2896]",pingpong_small.jpg,almond_small.jpg,seahorse_small.jpg,seahorse_big.jpg,77,train37,train,97,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,duck_camo.jpg,semantic_control,Click on the potato,.loc3,.loc4,.loc2,.loc1,bad,"['loc1', 'loc1']","[1005, 1635]",duck_zebra.jpg,potato_big.jpg,dustpan_big.jpg,potato_small.jpg,262,filler142,filler,98,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,pen_green.jpg,semantic_control,Click on the lollipops,.loc4,.loc1,.loc3,.loc2,bad,"['loc2', 'loc2']","[960, 1550]",pen_black.jpg,lollipops_small.jpg,pitchfork_small.jpg,lollipops_big.jpg,275,filler155,filler,99,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,chips_stacked.jpg,semantic_control,Click on the cinnamonroll,.loc4,.loc1,.loc2,.loc3,bad,"['loc2', 'loc3']","[778, 1770]",chips_strewn.jpg,cinnamonroll_small.jpg,corndog_small.jpg,cinnamonroll_big.jpg,273,filler153,filler,100,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,babyswing_big.jpg,semantic_contrast,Click on the green bellpeppers,.loc3,.loc2,.loc1,.loc4,bad,"['loc2', 'loc4', 'loc4']","[1126, 2210, 3973]",redkettle_small.jpg,dogbones.jpg,bellpeppers_red.jpg,bellpeppers_green.jpg,131,filler11,filler,101,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,sushi_big.jpg,contrast_control,Click on the cone,.loc3,.loc1,.loc4,.loc2,bad,"['loc1', 'loc1']","[1243, 2038]",sushi_small.jpg,cone_big.jpg,stroller_big.jpg,cone_small.jpg,208,filler88,filler,102,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,button_big.jpg,contrast,Click on the big alarmclock,.loc3,.loc4,.loc1,.loc2,bad,"['loc1', 'loc3', 'loc2']","[756, 2045, 3107]",artichoke_small.jpg,earth_small.jpg,alarmclock_small.jpg,alarmclock_big.jpg,61,train21,train,103,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,pooltable_big.jpg,contrast,Click on the small banjo,.loc3,.loc4,.loc2,.loc1,bad,"['loc2', 'loc1', 'loc1']","[797, 2289, 2928]",crib_small.jpg,dropper_big.jpg,banjo_big.jpg,banjo_small.jpg,68,train28,train,104,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,broom_big.jpg,contrast_control,Click on the stapler,.loc3,.loc2,.loc1,.loc4,bad,"['loc1', 'loc2']","[1337, 2241]",broom_small.jpg,stapler_small.jpg,lacrosse_small.jpg,stapler_big.jpg,181,filler61,filler,105,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,rollerblades_big.jpg,contrast_control,Click on the doll,.loc4,.loc2,.loc3,.loc1,bad,"['loc2', 'loc2']","[739, 1477]",rollerblades_small.jpg,doll_big.jpg,ring_big.jpg,doll_small.jpg,232,filler112,filler,106,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,jetski_big.jpg,contrast_control,Click on the sneaker,.loc4,.loc3,.loc1,.loc2,bad,"['loc2', 'loc2']","[715, 1519]",jetski_small.jpg,sneaker_big.jpg,orangephone_big.jpg,sneaker_small.jpg,198,filler78,filler,107,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,dinosaur_big.jpg,contrast,Click on the big dog,.loc2,.loc4,.loc3,.loc1,bad,"['loc2', 'loc1', 'loc1']","[1021, 2255, 2792]",palette_small.jpg,dog_small.jpg,dog_small.jpg,dog_big.jpg,11,test11,test,108,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,fireextinguisher_big.jpg,contrast_control,Click on the fountain,.loc4,.loc2,.loc3,.loc1,bad,"['loc2', 'loc2']","[1006, 1643]",fireextinguisher_small.jpg,fountain_big.jpg,eiffeltower_big.jpg,fountain_small.jpg,234,filler114,filler,109,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,convertible_closed.jpg,semantic_control,Click on the champagne,.loc1,.loc4,.loc3,.loc2,bad,"['loc2', 'loc2']","[808, 1549]",convertible_open.jpg,champagne_small.jpg,jar_small.jpg,champagne_big.jpg,247,filler127,filler,110,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,sewingmachine_big.jpg,contrast_control,Click on the nest,.loc3,.loc2,.loc4,.loc1,bad,"['loc2', 'loc2']","[888, 1660]",sewingmachine_small.jpg,nest_big.jpg,victrola_big.jpg,nest_small.jpg,206,filler86,filler,111,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,orangejuice_stemglass.jpg,semantic_control,Click on the blueberries,.loc2,.loc4,.loc3,.loc1,bad,"['loc2', 'loc4']","[1392, 2502]",orangejuice_tallglass.jpg,blueberries_big.jpg,robe_big.jpg,blueberries_small.jpg,278,filler158,filler,112,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,fishingpole_big.jpg,contrast_control,Click on the laptop,.loc4,.loc2,.loc3,.loc1,bad,"['loc2', 'loc2']","[903, 1501]",fishingpole_small.jpg,laptop_small.jpg,hay_small.jpg,laptop_big.jpg,215,filler95,filler,113,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,jacket_big.jpg,contrast_control,Click on the scissors,.loc3,.loc2,.loc4,.loc1,bad,"['loc2', 'loc2']","[1008, 1691]",jacket_small.jpg,scissors_small.jpg,toyoctopus_small.jpg,scissors_big.jpg,197,filler77,filler,114,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,beaker_big.jpg,contrast_control,Click on the fridge,.loc3,.loc2,.loc4,.loc1,bad,"['loc2', 'loc2']","[1274, 1911]",beaker_small.jpg,fridge_big.jpg,groceries_big.jpg,fridge_small.jpg,214,filler94,filler,115,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,hairclip_big.jpg,contrast,Click on the small bird,.loc2,.loc1,.loc3,.loc4,bad,"['loc2', 'loc4', 'loc4']","[921, 2062, 2580]",trophy_small.jpg,bird_big.jpg,bird_big.jpg,bird_small.jpg,10,test10,test,116,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,pacifier_red.jpg,semantic_control,Click on the cucumber,.loc1,.loc2,.loc3,.loc4,bad,"['loc2', 'loc2']","[841, 1643]",pacifier_blue.jpg,cucumber_small.jpg,joystick_small.jpg,cucumber_big.jpg,249,filler129,filler,117,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,laundrybasket_red.jpg,semantic_control,Click on the crib,.loc4,.loc3,.loc1,.loc2,bad,"['loc2', 'loc3']","[702, 1943]",laundrybasket_white.jpg,crib_big.jpg,bootie_big.jpg,crib_small.jpg,248,filler128,filler,118,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,stapler_big.jpg,contrast,Click on the big pickle,.loc3,.loc2,.loc4,.loc1,bad,"['loc1', 'loc1', 'loc1']","[985, 2165, 2628]",tennisball_small.jpg,pickle_small.jpg,pickle_small.jpg,pickle_big.jpg,1,test1,test,119,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,bikewithbasket_big.jpg,semantic_contrast,Click on the metal sink,.loc1,.loc2,.loc3,.loc4,bad,"['loc2', 'loc4', 'loc4']","[652, 1542, 2556]",ladle_small.jpg,flowerpot.jpg,sink_porcelain.jpg,sink_metal.jpg,136,filler16,filler,120,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,windmill_big.jpg,contrast_control,Click on the kiwi,.loc1,.loc3,.loc2,.loc4,bad,"['loc4', 'loc4']","[2865, 3464]",windmill_small.jpg,kiwi_small.jpg,tote_small.jpg,kiwi_big.jpg,239,filler119,filler,121,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,keyboard_big.jpg,contrast,Click on the big suit,.loc2,.loc4,.loc3,.loc1,bad,"['loc1', 'loc2', 'loc1']","[959, 2028, 2893]",redrose_small.jpg,qtip_small.jpg,suit_small.jpg,suit_big.jpg,73,train33,train,122,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,windmill_big.jpg,contrast,Click on the small lobster,.loc2,.loc3,.loc4,.loc1,bad,"['loc1', 'loc1', 'loc1']","[968, 1787, 2408]",cake_small.jpg,lobster_big.jpg,lobster_big.jpg,lobster_small.jpg,2,test2,test,123,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,pineapple_big.jpg,contrast_control,Click on the cork,.loc3,.loc2,.loc1,.loc4,bad,"['loc1', 'loc4']","[951, 2078]",pineapple_small.jpg,cork_small.jpg,toolbox_small.jpg,cork_big.jpg,201,filler81,filler,124,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,ostrich_big.jpg,contrast_control,Click on the sponge,.loc4,.loc3,.loc2,.loc1,bad,"['loc2', 'loc1']","[857, 1708]",ostrich_small.jpg,sponge_small.jpg,shears_small.jpg,sponge_big.jpg,199,filler79,filler,125,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,glasses_tortoise.jpg,semantic_control,Click on the couch,.loc3,.loc4,.loc1,.loc2,bad,"['loc1', 'loc4']","[1982, 2988]",glasses_blue.jpg,couch_big.jpg,cheeseplate_big.jpg,couch_small.jpg,300,filler180,filler,126,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,victrola_big.jpg,contrast,Click on the small butterfly,.loc2,.loc4,.loc3,.loc1,bad,"['loc2', 'loc3', 'loc1']","[975, 3123, 4123]",bed_small.jpg,parkingmeter_big.jpg,butterfly_big.jpg,butterfly_small.jpg,48,train8,train,127,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,musicsheet_big.jpg,no_contrast,Click on the blackberry,.loc3,.loc1,.loc2,.loc4,bad,"['loc2', 'loc4']","[1069, 2028]",tote_small.jpg,blackberry_big.jpg,hammock_big.jpg,blackberry_small.jpg,119,train79,train,128,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,accordion_big.jpg,contrast_control,Click on the lizard,.loc2,.loc3,.loc4,.loc1,bad,"['loc2', 'loc1']","[851, 1912]",accordion_small.jpg,lizard_small.jpg,chowchow_small.jpg,lizard_big.jpg,225,filler105,filler,129,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,lollipops_big.jpg,no_contrast,Click on the leaf,.loc2,.loc3,.loc4,.loc1,bad,"['loc2', 'loc1']","[906, 2171]",crane_small.jpg,leaf_big.jpg,flute_big.jpg,leaf_small.jpg,95,train55,train,130,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,golfcart_big.jpg,semantic_contrast,Click on the round cracker,.loc2,.loc1,.loc4,.loc3,bad,"['loc2', 'loc3', 'loc3']","[1383, 2872, 3487]",manatee_small.jpg,grillpan.jpg,cracker_square.jpg,cracker_round.jpg,141,filler21,filler,131,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,harmonica_big.jpg,no_contrast,Click on the screen,.loc2,.loc1,.loc3,.loc4,bad,"['loc2', 'loc4']","[879, 1651]",peanut_small.jpg,screen_small.jpg,necklace_small.jpg,screen_big.jpg,112,train72,train,132,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,bottleopener_big.jpg,semantic_contrast,Click on the blue bow,.loc2,.loc4,.loc3,.loc1,bad,"['loc1', 'loc1', 'loc1']","[2123, 2885, 3532]",toiletplunger_small.jpg,buffalowings.jpg,bow_pink.jpg,bow_blue.jpg,177,filler57,filler,133,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,pearls_big.jpg,contrast_control,Click on the trophy,.loc1,.loc4,.loc2,.loc3,bad,"['loc4', 'loc4']","[1085, 2171]",pearls_small.jpg,trophy_big.jpg,toyfarm_big.jpg,trophy_small.jpg,190,filler70,filler,134,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,payphone_big.jpg,semantic_contrast,Click on the red apple,.loc4,.loc3,.loc2,.loc1,bad,"['loc2', 'loc1', 'loc1']","[952, 1950, 2532]",saddle_small.jpg,scale.jpg,apple_green.jpg,apple_red.jpg,166,filler46,filler,135,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,origami_big.jpg,no_contrast,Click on the cactus,.loc2,.loc3,.loc4,.loc1,bad,"['loc2', 'loc3']","[787, 1659]",brooch_small.jpg,cactus_big.jpg,lifevest_big.jpg,cactus_small.jpg,83,train43,train,136,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,ostrich_big.jpg,no_contrast,Click on the buffalo,.loc4,.loc2,.loc1,.loc3,bad,"['loc1', 'loc3']","[999, 1668]",potato_small.jpg,buffalo_small.jpg,mask_small.jpg,buffalo_big.jpg,82,train42,train,137,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,playpen_big.jpg,semantic_contrast,Click on the narrow tire,.loc4,.loc2,.loc1,.loc3,bad,"['loc2', 'loc1', 'loc3']","[886, 3491, 4647]",toytrain_small.jpg,wetsuit.jpg,tire_wide.jpg,tire_narrow.jpg,180,filler60,filler,138,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,bananas_big.jpg,no_contrast,Click on the giraffe,.loc4,.loc3,.loc2,.loc1,bad,"['loc2', 'loc1']","[951, 2093]",conch_small.jpg,giraffe_big.jpg,rope_big.jpg,giraffe_small.jpg,91,train51,train,139,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,beachtowels_big.jpg,semantic_contrast,Click on the dog robot,.loc4,.loc2,.loc1,.loc3,bad,"['loc2', 'loc3', 'loc3']","[896, 1816, 2438]",boxcutter_small.jpg,flipflops.jpg,robot_person.jpg,robot_dog.jpg,135,filler15,filler,140,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,groceries_big.jpg,contrast,Click on the small teabag,.loc3,.loc4,.loc1,.loc2,bad,"['loc2', 'loc2', 'loc2']","[1353, 2267, 2857]",lion_small.jpg,chipmunk_big.jpg,teabag_big.jpg,teabag_small.jpg,60,train20,train,141,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,goose_big.jpg,contrast_control,Click on the muffin,.loc2,.loc3,.loc4,.loc1,bad,"['loc2', 'loc1']","[566, 1571]",goose_small.jpg,muffin_small.jpg,palette_small.jpg,muffin_big.jpg,183,filler63,filler,142,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,string_jute.jpg,semantic_control,Click on the tank,.loc4,.loc3,.loc2,.loc1,bad,"['loc2', 'loc3']","[842, 1825]",string_white.jpg,tank_big.jpg,kimono_big.jpg,tank_small.jpg,270,filler150,filler,143,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,wreath_big.jpg,contrast_control,Click on the kangaroo,.loc4,.loc1,.loc2,.loc3,bad,"['loc2', 'loc1']","[683, 1533]",wreath_small.jpg,kangaroo_big.jpg,ghost_big.jpg,kangaroo_small.jpg,238,filler118,filler,144,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,chess_big.jpg,contrast,Click on the small football,.loc1,.loc4,.loc3,.loc2,bad,"['loc2', 'loc1', 'loc2']","[904, 1912, 3170]",scrunchie_small.jpg,bib_big.jpg,football_big.jpg,football_small.jpg,80,train40,train,145,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,sandwich_big.jpg,contrast,Click on the small camel,.loc1,.loc4,.loc3,.loc2,bad,"['loc2', 'loc2', 'loc2']","[1339, 2062, 2934]",castle_small.jpg,lacrosse_big.jpg,camel_big.jpg,camel_small.jpg,66,train26,train,146,modified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,spraybottle_orange.jpg,semantic_control,Click on the kazoo,.loc2,.loc3,.loc4,.loc1,bad,"['loc1', 'loc3']","[1236, 2596]",spraybottle_blue.jpg,kazoo_big.jpg,babyswing_big.jpg,kazoo_small.jpg,252,filler132,filler,147,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,gardeningpail_big.jpg,contrast_control,Click on the microwave,.loc1,.loc3,.loc2,.loc4,bad,"['loc2', 'loc4']","[1040, 1952]",gardeningpail_small.jpg,microwave_small.jpg,wavevase_small.jpg,microwave_big.jpg,195,filler75,filler,148,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,noisemaker_purple.jpg,semantic_control,Click on the swan,.loc4,.loc3,.loc2,.loc1,bad,"['loc1', 'loc3']","[779, 1700]",noisemaker_green.jpg,swan_small.jpg,skirt_small.jpg,swan_big.jpg,285,filler165,filler,149,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
16,condition1,opener_metal.jpg,semantic_control,Click on the greenbean,.loc2,.loc4,.loc1,.loc3,bad,"['loc1', 'loc4']","[1131, 2289]",opener_wood.jpg,greenbean_small.jpg,pepperoni_small.jpg,greenbean_big.jpg,269,filler149,filler,150,unmodified,[],29,Yes,N/A,2,1,3.00,Male,English,No,Firefox,Windows,864,1536,14.2173,
